node1,node2,weight
805,33,0.8650972581241353
48,513,0.6596137295263125
860,1,0.8216415823367262
319,9,0.08708088423891203
370,151,0.7059385335727625
189,321,0.19401737105332384
607,33,0.5213302353478904
800,577,0.35740963504849044
844,289,0.08019154342373502
495,518,0.29132603769044185
771,210,0.29359531351656964
135,129,0.38550209988247
1004,1,0.5298371163950653
985,865,0.9359139242436617
411,146,0.8131987301176875
728,36,0.3562576792022908
336,49,0.28188113447450147
336,549,0.34551641736726746
43,537,0.4658948918015744
607,641,0.17796964138088334
499,67,0.1602719724029329
835,146,0.4752859573655862
674,5,0.806464589640023
28,26,0.2437195445661201
28,65,0.42517272335129186
728,39,0.5592870441412674
158,225,0.5945001049461641
28,21,0.686252537789575
179,1,0.9138882358466354
354,65,0.9614690045268528
724,19,0.9226540766768526
369,529,0.26962769343297244
336,529,0.09225318038392771
126,410,0.826460710256761
876,45,0.1180863460033218
404,130,0.6256439106283025
586,115,0.36764120503360453
3,693,0.8300398013555342
404,7,0.998134266937353
564,85,0.5573516098281485
48,33,0.867984181857573
519,21,0.27117557442878915
695,513,0.8950760861077018
341,17,0.09978262288228135
353,129,0.13775556609083828
994,257,0.1517182080560412
205,129,0.6669613787947783
514,2,0.9293951936880559
369,528,0.5379245543229663
921,70,0.5377089081712441
800,209,0.8481890897202334
800,546,0.8352164624506804
885,521,0.5455811199272825
877,1,0.09282216742200333
411,3,0.4264475055054415
943,1,0.03400748197755343
110,1,0.08452451846243803
347,33,0.0928536460458651
26,2,0.0037935380610981673
222,385,0.11928323434045163
1023,581,0.11064507479706542
104,389,0.015403185878312575
241,1,0.6683847826070889
3,811,0.5763547502068267
101,95,0.7179018959441678
174,658,0.5256436462309115
835,545,0.7266287214861932
350,177,0.29738276767470584
762,781,0.9765620990001543
752,83,0.7733671262855004
586,1,0.8827976666820897
800,321,0.7981528043416922
317,386,0.07592441612386192
752,2,0.4549296732677278
179,481,0.0370117216235154
519,675,0.295397472155871
176,139,0.9141046118788717
800,561,0.17281730669853324
952,138,0.8928177311912908
929,389,0.37438760200129484
830,21,0.22748214039797743
267,655,0.7085810134694321
50,6,0.7566763376373291
488,641,0.11860231285972733
406,25,0.40824147384175424
885,33,0.15463848508271605
800,837,0.44442003480575154
161,257,0.7927893037850541
179,77,0.5654131814988228
54,514,0.1438716399686859
844,346,0.4475096965619071
302,12,0.2667275795612596
965,163,0.2729981496038223
885,5,0.5202659837075898
979,259,0.8056901343272916
336,5,0.40964945021777044
279,513,0.22674616535123637
158,642,0.5962839114176806
771,195,0.07529082680843369
541,525,0.306092446710038
350,326,0.06553607910483616
632,70,0.6731511445665479
265,75,0.5818679634553128
800,3,0.4783477742804133
771,783,0.7583970802418606
260,1,0.9912145782770617
925,5,0.7084328823632473
694,6,0.15703071102005417
126,513,0.14518537846077395
514,25,0.10480245530853238
829,1,0.5449829754862098
921,75,0.504909010496303
341,552,0.026879290943101486
3,297,0.8837904387956202
189,330,0.2677349386088951
350,9,0.7100328342635427
800,322,0.915451555281402
800,268,0.7974331941558245
302,66,0.37187883231390517
267,643,0.2733199933586937
279,16,0.4030409516286213
3,257,0.5100509745771984
173,129,0.43294244087738554
141,161,0.456562567782294
1013,19,0.2121313441107976
697,1,0.7772398045257984
800,65,0.00469165970662222
64,1,0.18379724047226054
332,99,0.19242384805369805
279,289,0.8016748054679708
205,65,0.32119076146117376
835,583,0.06659244010490273
746,132,0.7174917131328934
267,271,0.5639297567359159
676,185,0.9383990975204164
16,258,0.8715049516466009
430,343,0.3046292249984277
533,94,0.17510067185840328
533,331,0.1723553581507532
708,38,0.4849085171295193
800,513,0.9399224496040783
26,402,0.7152359499017229
771,651,0.9429647649863178
714,53,0.7166445996127789
332,6,0.38766411955805113
332,6,0.5202919694811095
255,769,0.2604782571272888
955,139,0.4098459960029136
260,50,0.7117966667367867
731,274,0.7018030895110491
3,2,0.42686855120895206
498,9,0.8319212345663899
125,65,0.368047064118449
17,6,0.24982671226475606
685,1,0.5503395540158977
104,1,0.4275382814663158
279,148,0.4536805079830578
562,44,0.3887133555027692
926,259,0.8448078192643714
267,71,0.43732995364824634
328,1,0.49686750345399056
478,793,0.45654760788082815
179,649,0.9258679450287919
347,292,0.12954701559441573
75,786,0.38879082055277225
67,337,0.6142781839692933
707,5,0.6278474929790451
3,257,0.7893256145978955
936,33,0.0722897355229124
431,653,0.789418054842247
714,60,0.2963157873943748
947,17,0.9286695598841352
267,273,0.828626245469336
400,17,0.7014624004343895
110,689,0.039394856620721175
252,1,0.47909791943251934
136,267,0.6325922067982369
829,515,0.16832349128269497
125,129,0.9880586432847646
63,289,0.7777636090743097
267,578,0.17175215813528888
862,74,0.9582517387945553
126,161,0.2645147100843914
844,963,0.8662382912117393
800,18,0.41443986420604095
580,66,0.17068890158652428
125,188,0.9941827332234973
430,258,0.5994048868490862
514,69,0.13419203874906438
680,1,0.8671456837068643
742,13,0.23938595156152143
126,389,0.6432452644649257
586,529,0.8608740672326769
680,312,0.1420116436049088
188,273,0.6548714465416761
800,1,0.2305506390436659
701,275,0.9501622627338456
400,6,0.30781734451881004
691,259,0.575923192274252
785,17,0.42233273030976626
279,82,0.5618597583368569
276,161,0.3172422718355272
3,577,0.60703566868996
205,391,0.5062665600088524
666,137,0.3991649919116457
844,641,0.2877281595007096
135,585,0.7579932956324406
39,145,0.46709867879678835
861,323,0.7202794203598318
375,145,0.24192442119019952
615,513,0.9817494097485171
835,517,0.6800156883550124
189,5,0.22683494156133777
902,73,0.9144255828990225
189,521,0.08914847300728757
268,775,0.041675996324385345
975,17,0.8844524750780475
430,193,0.10694463101050833
985,138,0.7240925070518908
665,515,0.571345545481387
238,65,0.07421312020909443
3,529,0.6320699632509339
400,130,0.4946728206809634
126,530,0.3150073551361309
431,289,0.16973616545509318
771,333,0.39073362057952443
258,33,0.42833783614793797
3,5,0.24795810894206705
185,275,0.32188874776436627
584,577,0.8071703315895719
746,659,0.6533927946315241
179,129,0.3933179718244021
267,130,0.15736477996367837
744,25,0.9685563551873116
604,34,0.436931919072877
852,260,0.21685436748056997
800,609,0.8162589766737178
142,3,0.34010445017939894
835,707,0.5530073350934841
179,5,0.0875401774761444
800,578,0.9964008550341977
800,103,0.9978532467687998
17,3,0.503602167727815
336,534,0.6559032973143323
404,65,0.8033806712230179
578,934,0.7949880119487441
680,84,0.4746500932441474
771,10,0.6514886307767731
28,353,0.44462373651937104
975,7,0.3933930313047621
470,9,0.09393142409502042
682,1,0.06646600237245415
411,129,0.8827153547670311
126,769,0.2380122653005794
65,129,0.05077161150403142
430,353,0.7577265926772367
863,35,0.9424467014561834
546,518,0.6469312603316528
744,73,0.9847654749970902
509,57,0.30597792643030386
121,1,0.6968081131518402
285,278,0.0209313887577256
279,513,0.15177661477729143
744,258,0.472945077710177
245,2,0.5039451787673677
60,329,0.6249894047470008
771,69,0.1802371495617744
279,170,0.49252366372495004
319,9,0.43918602061360223
666,329,0.4163059286047399
697,261,0.5495458195998413
455,838,0.2778659749134659
379,210,0.21392828339896575
516,386,0.2766839941497852
336,15,0.2626815750391278
341,65,0.4762820789771023
267,260,0.2942425824941467
186,141,0.11647121072728128
800,803,0.21104480684708804
319,258,0.6827969017403619
322,805,0.6020993795239188
347,292,0.12954701559441573
800,29,0.8815086513827023
873,3,0.24645969118619182
771,65,0.8717156579545083
800,513,0.2504835574991733
430,270,0.7353441302982172
985,545,0.05207822515323002
101,130,0.18771375156210413
975,521,0.09537711481235822
835,241,0.760274055842281
285,67,0.5855293857731485
912,53,0.7144991730060125
666,137,0.3991649919116457
322,5,0.6817955536604855
70,897,0.03212509731523561
829,6,0.5253330802916969
400,137,0.24824906352143528
332,561,0.4664442218805517
336,130,0.5022654696175763
114,378,0.8688333675409542
19,11,0.2783240701474107
430,9,0.9440570972231692
976,35,0.9631550877090784
691,9,0.42775072948094417
293,642,0.7442883731597013
110,35,0.5708043200404895
101,285,0.28435201065034765
126,4,0.18551111892955996
537,17,0.851078862819018
317,2,0.6137711820603724
800,519,0.36199967626075247
126,261,0.09734371388048924
335,257,0.04805297210021786
744,269,0.7251108991422427
310,653,0.988667838279359
864,129,0.7734842365207999
649,82,0.30547377102567086
336,649,0.6042320516807832
26,229,0.6360311690487233
586,266,0.40814778397631246
986,145,0.5795756784682802
752,3,0.5643209408997256
431,3,0.11588071517952458
257,577,0.26393266219598666
390,1,0.9401953967380706
522,273,0.07749186267447816
397,337,0.2511116641911537
586,641,0.906584695818773
885,266,0.2486933682544865
637,1,0.45449596372334067
156,33,0.1091412609722967
800,546,0.8352164624506804
800,170,0.3227285408092203
800,52,0.3757900564344022
1004,203,0.8609073495291105
680,297,0.5972981673625349
684,585,0.7344321691309328
31,97,0.6802668180829792
267,259,0.7347288547401085
771,86,0.5689710317070338
317,161,0.18659145146257783
43,391,0.10047487145932188
863,5,0.6247723298467059
603,22,0.8736947823032616
744,557,0.7744532436058317
267,129,0.5399839630336368
135,387,0.5973223694684134
829,35,0.368713602073792
744,73,0.6623731875546476
293,641,0.8955024182107941
404,71,0.8835157092823135
681,23,2.5051755053517866e-05
607,515,0.9362032283812608
638,6,0.7847319924294623
738,1,0.10648004036651515
800,17,0.9746725001152533
447,513,0.4995054326706386
835,261,0.8709334016721791
126,514,0.9704078841286446
54,125,0.14597781489291772
933,641,0.19845845813611662
323,68,0.1190521796066627
154,34,0.8809124113934618
431,65,0.028680695310652538
430,404,0.3150210560563267
323,449,0.030767951607635347
279,1,0.2790478955250414
125,67,0.7801337531796492
391,833,0.3584028604915397
996,833,0.29882126376807583
635,193,0.2509856921382607
586,163,0.19604014027758676
143,18,0.43834951284022183
975,897,0.5931787670768164
265,530,0.6641893138097397
188,323,0.2914047201263408
800,30,0.8996551132494714
126,3,0.840190301416384
430,258,0.6825897008574572
605,17,0.05980892208474908
279,267,0.22726937419239346
120,537,0.3747213466858873
785,141,0.9712365930372958
