node1,node2,weight
0,35,0.7256461193797897
0,133,1.3351144453491326
1,8,0.9351325855024456
1,9,0.7513740758753509
1,12,0.7302391292097912
1,16,0.8157488314517272
1,18,3.3061116846383563
1,19,0.10786767918608031
1,20,4.646056775056594
1,21,1.2896268301287859
1,22,0.1904915297651376
1,28,1.9855688231616924
1,37,1.4485612952740283
1,38,2.7448571653518994
1,39,1.557522481609982
1,40,0.5397108001813329
1,51,4.560880345492636
1,59,0.4436533434726637
1,67,0.1296855517814891
1,74,0.2829212576532931
1,76,1.6176266584619723
1,86,0.6805144899840803
1,90,2.0115407871723074
1,109,2.740663450348875
1,118,0.6062570595214827
1,120,0.34693879370891323
1,122,4.207150145162048
1,127,1.5416092980716263
1,130,4.16772411142747
1,141,0.5955258796612019
1,142,1.228601973700229
1,147,0.797748423888476
1,148,0.10454079675660044
1,150,3.324561067745519
1,151,0.05952303568269923
1,153,1.6278486623562975
1,156,3.3111685715159105
1,158,2.1152248297910807
1,161,3.380698554575145
1,162,2.7171675128188038
1,166,1.7078184106326013
1,167,0.2974616164407027
1,170,0.4231671180309675
1,176,0.860261631234625
1,180,0.7730758618704558
1,184,1.855913858671138
1,186,0.07874323552217455
1,188,0.4072943553878601
1,190,1.997912162395074
1,194,0.5785686908609801
1,196,0.47466763885803664
1,199,4.146101230008442
1,202,2.556889696330991
1,203,0.3317865750656922
1,210,12.243021587833848
1,216,1.20728368645312
1,222,1.5171747032390819
1,223,2.095887400415619
1,225,0.9893997332256218
1,228,0.5418032444240051
1,231,0.2499868322675275
1,232,0.10189643993168951
1,233,0.1008814479172071
1,245,2.352028464632819
1,256,0.4194807266894105
1,257,3.971268722618123
1,263,1.351542901210449
1,264,8.695530226673105
1,272,1.1486621503086343
1,278,0.8123241650266412
1,280,0.890030457459166
1,289,3.0648764836496927
1,292,7.053876582807664
1,298,5.02234826179456
1,302,1.4137016744625974
1,304,0.1346507951985355
1,317,1.051768871423987
1,318,0.9854135579903246
1,320,3.8877902720973263
1,321,0.4181027104564782
1,326,1.2118488978840274
1,329,0.1511139138939015
1,330,0.5873254159210943
1,333,1.7220659874655584
1,341,1.410407466938632
1,345,0.8097449149517815
1,348,4.032280137732749
1,350,0.6516808731386097
1,354,1.8355018855991627
1,357,0.7661753499702377
1,361,1.0913807714217714
1,362,1.7874140228688504
1,364,10.366174557307254
1,365,3.432657489838146
1,376,1.3783823758514773
1,388,0.5099203151143525
1,390,2.0159056265030344
1,392,0.6571546251188717
1,393,1.9372252025850645
1,394,0.6471574518839109
1,396,0.294668651926802
1,399,0.5453664276883816
1,407,1.95008096105671
1,408,0.9539045085294713
1,414,0.09489385971058817
1,415,24.083593093106177
1,419,5.722405903635599
1,421,6.3364322064057506
1,422,0.9001727860185673
1,423,1.4319028666359694
1,431,1.2533325468577359
1,438,0.8410407860922513
1,441,1.2783047588935466
1,442,0.2084188502105978
1,451,0.7712227079676053
1,453,3.1951314945791776
1,455,1.0743999259793204
1,460,3.386415191895672
1,463,0.9828047429229918
1,471,0.7862864482503558
1,476,1.9085181025990554
1,478,0.3427297894972403
1,479,0.7768960371399387
1,482,0.5569867750824334
1,485,1.4584909794145873
1,486,0.6241997104019272
1,487,1.4470988228924546
1,494,0.40892448400405124
1,496,2.094151640139233
1,501,0.5367116866303034
1,505,1.6476063036614956
1,509,2.8579536016591685
1,513,1.0716051064889047
1,520,2.9321774667020652
1,522,12.73384499188906
1,524,1.5293878936973515
1,525,1.5475538706517504
1,531,0.4236638039572118
1,532,0.03754516195832691
1,539,2.525226540975312
1,542,0.7923052491465957
1,551,0.5673798220729713
1,553,0.6801659143005866
1,555,2.007651912367237
1,556,1.6988347104647596
1,561,1.0138666238496188
1,562,0.6531305294640078
1,567,1.6041396697082808
1,570,0.7139434967129284
1,574,0.5650882270760375
1,576,1.1282526327358868
1,579,0.7681815032147643
1,584,0.9452574210206031
1,590,0.44104304693377894
1,594,0.1855157422067346
1,598,1.6628928426740255
1,607,0.21687840317517082
1,608,0.38131473406197514
1,612,0.8933537685921096
1,620,6.606266918328687
1,624,0.6476276737834258
1,625,0.7732660176082625
1,628,8.864810632420937
1,635,1.2262449679214478
1,636,0.2472032309392409
1,645,2.128843406457198
1,646,0.7123868784276519
1,649,0.11183464807530386
1,650,2.976247662481266
1,658,7.214689311243185
1,661,3.1788468841663597
1,664,1.4133027431631242
1,669,12.115989857631874
1,670,0.203865380436141
1,680,2.9095036312090325
1,688,2.316586975838245
1,689,1.3922826122505896
1,690,4.830475346166657
1,695,1.698747776294374
1,698,0.8759697372036658
1,700,0.8728032271881347
1,707,0.5906784530240922
1,708,0.9440085702831057
1,717,0.42350107795134595
1,719,0.4028768839566338
1,720,4.7078227508341755
1,721,0.7877281508677375
1,732,0.4050163760977116
1,740,1.5099727606932443
1,747,0.855122954787894
1,749,1.9574639833634626
1,750,0.8925278859433574
1,755,1.5491591745431255
1,757,1.1489598432123194
1,772,0.038794077903871904
1,777,0.3174059544957185
1,784,2.5580396219410266
1,785,1.889807262331859
1,788,2.483113997301859
1,793,18.763583294333333
1,797,0.6999479528342993
1,806,8.37064273759915
1,807,0.14141638293168624
1,814,5.272568910641289
1,816,4.8668394865678435
1,817,2.3411071161832218
1,822,0.3153144473433769
1,826,2.551776200604574
1,828,0.2879309193639261
1,830,3.7098692481231885
1,832,3.511951569686076
